# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.01.2020 по 31.12.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.09.2020 09:00";"12.7";"746.2";"760.3";"-0.3";"84";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"11.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.0";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"22.09.2020 06:00";"11.2";"746.5";"760.7";"-0.5";"86";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"11.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"8.9";"Осадков нет";"12";"";"";"";"";
"22.09.2020 03:00";"11.6";"747.0";"761.2";"-0.6";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"8.9";"";"";"";"";"";"";
"22.09.2020 00:00";"12.2";"747.6";"761.8";"-0.1";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"9.0";"";"";"";"";"";"";
"21.09.2020 21:00";"12.5";"747.7";"761.9";"0.1";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"14.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"8.6";"Осадков нет";"12";"";"";"";"";
"21.09.2020 18:00";"13.1";"747.6";"761.7";"0.5";"71";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"8.0";"Осадков нет";"12";"";"";"";"";
"21.09.2020 15:00";"14.0";"747.1";"761.2";"0.0";"69";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.4";"";"";"";"";"";"";
"21.09.2020 12:00";"12.1";"747.1";"761.3";"-0.6";"69";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"6.6";"";"";"";"";"";"";
"21.09.2020 09:00";"9.1";"747.7";"762.0";"-0.6";"78";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"6.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"5.4";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"21.09.2020 06:00";"6.8";"748.3";"762.9";"-0.8";"84";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"6.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"4.2";"Осадков нет";"12";"";"";"";"";
"21.09.2020 03:00";"6.1";"749.1";"763.7";"-0.7";"85";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"3.7";"";"";"";"";"";"";
